id,serial_number,tax_type,incentive _category,incentive _subcategory,incentive_items,qualification,incentive_method,incentive_name,detailed_rules,detailed_terms,keywords,legal_basis,special_notes,explanation,effective_date,expiry_date,applicable_region,policy_status,industry_scope,enterprise_type,discount_rate,application_process,required_documents,data_source,data_quality,last_verified_date,created_at,updated_at,tags
131,131,增值税,支持金融资本市场,资本市场,公募证券投资基金管理人运营基金过程中转让创新企业CDR,,暂免,公募证券投资基金管理人运营基金过程中转让创新企业CDR增值税暂免优惠,自试点开始之日起，对公募证券投资基金（封闭式证券投资基金、开放式证券投资基金）管理人运营基金过程中转让创新企业CDR取得的差价收入，三年内暂免征收增值税。,,公募证券投资基金管理人运营基金过程中转让创新企业CDR 增值税,《关于创新企业境内发行存托凭证试点阶段有关税收政策的公告》（财政部 税务总局 证监会公告2019年第52号）,,1、所称创新企业CDR，是指符合《国务院办公厅转发证监会关于开展创新企业境内发行股票或存托凭证试点若干意见的通知》（国办发〔2018〕21号）规定的试点企业，以境外股票为基础证券，由存托人签发并在中国境内发行，代表境外基础证券权益的证券。2、所称试点开始之日，是指首只创新企业CDR取得国务院证券监督管理机构的发行批文之日。,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
132,132,增值税,改善民生,公益,扶贫货物捐赠,,免征,扶贫货物捐赠增值税免征优惠,,,增值税 扶贫货物捐赠,,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
133,133,增值税,改善民生,公益,扶贫货物捐赠,“目标脱贫地区”包括832个国家扶贫开发工作重点县、集中连片特困地区县（新疆阿克苏地区6县1市享受片区政策）和建档立卡贫困村。,免征,扶贫货物捐赠增值税免征优惠,1、自2019年1月1日至2025年12月31日，对单位或者个体工商户将自产、委托加工或购买的货物通过公益性社会组织、县级及以上人民政府及其组成部门和直属机构，或直接无偿捐赠给目标脱贫地区的单位和个人，免征增值税。在政策执行期限内，目标脱贫地区实现脱贫的，可继续适用上述政策。2、在2015年1月1日至2025年12月31日期间已发生的符合上述条件的扶贫货物捐赠，可追溯执行上述增值税政策。,,免税 优惠 扶贫货物捐赠 增值税 免征,1、《关于扶贫货物捐赠免征增值税政策的公告》（财政部 税务总局 国务院扶贫办公告2019年第55号）；2、《关于延长部分扶贫税收优惠政策执行期限的公告》（财政部 税务总局 人力资源社会保障部 国家乡村振兴局公告2021年第18号）,之前已征收入库的按上述规定应予免征的增值税税款，可抵减纳税人以后月份应缴纳的增值税税款或者办理税款退库。已向购买方开具增值税专用发票的，应将专用发票追回后方可办理免税。无法追回专用发票的，不予免税。,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
134,134,增值税,鼓励高新技术,高新技术,QFII、RQFII委托境内公司转让创新企业CDR,,免征,QFII、RQFII委托境内公司转让创新企业CDR增值税免征优惠,对合格境外机构投资者（QFII）、人民币合格境外机构投资者（RQFII）委托境内公司转让创新企业CDR取得的差价收入，暂免征收增值税。,,免税 优惠 QFII、RQFII委托境内公司转让创新企业CDR 增值税 免征,《关于创新企业境内发行存托凭证试点阶段有关税收政策的公告》（财政部 税务总局 证监会公告2019年第52号）,,1、所称创新企业CDR，是指符合《国务院办公厅转发证监会关于开展创新企业境内发行股票或存托凭证试点若干意见的通知》（国办发〔2018〕21号）规定的试点企业，以境外股票为基础证券，由存托人签发并在中国境内发行，代表境外基础证券权益的证券。2、所称试点开始之日，是指首只创新企业CDR取得国务院证券监督管理机构的发行批文之日。,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
135,135,增值税,改善民生,社会保障,为社区提供养老、托育、家政等服务,,免征,社区养老、托育、家政机构免征房产税,,第二条,为社区提供养老、托育、家政等服务 增值税,,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
136,136,增值税,改善民生,医疗卫生,为社区提供养老、托育、家政等服务,,免征,社区养老、托育、家政机构免征房产税,自2019年6月1日至2025年12月31日，为社区提供养老、托育、家政等服务的机构，提供社区养老、托育、家政服务取得的收入，免征增值税。 ,第二条,免税 优惠 为社区提供养老、托育、家政等服务 增值税 免征,《关于养老、托育、家政等社区家庭服务业税费优惠政策的公告》（财政部 税务总局 发展改革委 民政部 商务部 卫生健康委公告2019年第76号）,,所称“社区”是指聚居在一定地域范围内的人们所组成的社会生活共同体，包括城市社区和农村社区。为社区提供养老服务的机构，是指在社区依托固定场所设施，采取全托、日托、上门等方式，为社区居民提供养老服务的企业、事业单位和社会组织。社区养老服务是指为老年人提供的生活照料、康复护理、助餐助行、紧急救援、精神慰藉等服务。为社区提供托育服务的机构，是指在社区依托固定场所设施，采取全日托、半日托、计时托、临时托等方式，为社区居民提供托育服务的企业、事业单位和社会组织。社区托育服务是指为3周岁（含）以下婴幼儿提供的照料、看护、膳食、保育等服务。为社区提供家政服务的机构，是指以家庭为服务对象，为社区居民提供家政服务的企业、事业单位和社会组织。社区家政服务是指进入家庭成员住所或医疗机构为孕产妇、婴幼儿、老人、病人、残疾人提供的照护服务，以及进入家庭成员住所提供的保洁、烹饪等服务。 ,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
137,137,增值税,支持文化教育体育,体育,体育赛事,,免征,体育赛事增值税免征优惠,,,体育赛事 增值税,,,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
138,138,增值税,享受税收协定待遇,其他,冬奥会和冬残奥会供应商,国际奥委会及其相关实体采购货物或服务的指定清单详见《关于北京2022年冬奥会和冬残奥会税收优惠政策的公告》附件,免征,冬奥会和冬残奥会供应商增值税免征优惠,对国际赞助计划、全球供应计划、全球特许计划的赞助商、供应商、特许商及其分包商根据协议向北京2022年冬奥会和冬残奥会组织委员会提供指定货物或服务，免征增值税,,免税 优惠 冬奥会和冬残奥会供应商 增值税 免征,《关于北京2022年冬奥会和冬残奥会税收优惠政策的公告》（财政部 税务总局 海关总署公告2019年第92号）,国际残奥委会及其相关实体的税收政策，比照国际奥委会及其相关实体执行,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
139,139,增值税,支持其他各项事业,其他,冬奥会和冬残奥会供应商,赞助企业及下属机构按照《北京2022年冬奥会、冬残奥会、测试赛赞助企业及参与赞助的下属机构名单》（第一批）执行。 适用免征增值税政策的服务，仅限于赞助企业及下属机构与北京冬奥组委签订的赞助协议及补充赞助协议中列明的服务。 赞助企业及下属机构应对上述服务单独核算，未单独核算的，不得适用免税政策。,免征,冬奥会和冬残奥会供应商增值税免征优惠,对赞助企业及参与赞助的下属机构根据赞助协议及补充赞助协议向北京冬奥组委免费提供的，与北京2022年冬奥会、冬残奥会、测试赛有关的服务，免征增值税,,免税 优惠 冬奥会和冬残奥会供应商 增值税 免征,1、《财政部 税务总局关于冬奥会和冬残奥会企业赞助有关增值税政策的通知》（财税〔2019〕6号）；2、《财政部 税务总局 海关总署关于北京2022年冬奥会和冬残奥会税收政策的通知》（财税〔2017〕60号）,本通知自2017年7月12日起执行。按照本通知应予免征的增值税，凡在本通知下发以前已经征收入库的，从纳税人以后纳税期应缴纳的增值税税款中抵减。纳税人如果已经向购买方开具了增值税专用发票，应将专用发票追回后方可申请办理免税。凡专用发票无法追回的，一律照章征收增值税。,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
140,140,增值税,改善民生,体育,亚运会和亚残运会,1、杭州亚运会组委会（以下简称组委会）取得的电视转播权销售分成收入、赞助计划分成收入（货物和资金）2、组委会市场开发计划取得的国内外赞助收入、转让无形资产（如标志）特许权收入、宣传推广费收入、销售门票收入及所发收费卡收入3、组委会取得的与中国集邮总公司合作发行纪念邮票收入、与中国人民银行合作发行纪念币收入4、组委会取得的来源于广播、因特网、电视等媒体收入5、组委会按亚洲奥林匹克理事会、亚洲残疾人奥林匹克委员会（以下统称亚奥委会）核定价格收取的运动员食宿费及提供有关服务取得的收入6、组委会赛后出让资产取得的收入6、企业根据赞助协议向组委会免费提供的与杭州亚运会有关的服务,免征,亚运会和亚残运会增值税免征优惠,自2020年4月9日起，免征增值税,,免税 优惠 增值税 亚运会和亚残运会 免征,《关于杭州2022年亚运会和亚残运会税收政策的公告》（财政部 税务总局 海关总署公告2020年第18号）,对组委会为举办运动会进口的亚奥委会或国际单项体育组织指定的，国内不能生产或性能不能满足需要的直接用于运动会比赛的消耗品，免征关税、进口环节增值税和消费税。享受免税政策的进口比赛用消耗品的范围、数量清单，由组委会汇总后报财政部会同税务总局、海关总署审核确定。对组委会进口的其他特需物资，包括：亚奥委会或国际单项体育组织指定的，国内不能生产或性能不能满足需要的体育竞赛器材、医疗检测设备、安全保障设备、交通通讯设备、技术设备，在运动会期间按暂时进口货物规定办理，运动会结束后复运出境的予以核销；留在境内或做变卖处理的，按有关规定办理正式进口手续，并照章缴纳关税、进口环节增值税和消费税。,,,,,active,,,,,,excel,1,,2026-01-09 10:28:56,2026-01-09 10:28:56,
